CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799173;INTER SPE JUIZ DE FORA 6 INCORPORAÇÃO LTDA;30578244000117;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799174;INTER SPE SJRP 1 INCORPORAÇÃO LTDA;30412640000170;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799175;INTER SPE UBERABA 4 INCORPORAÇÃO LTDA;30710901000138;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799176;INTER SPE UBERLANDIA 6 INCORPORAÇÃO LTDA;31909999000110;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799177;BCO SERVIÇOS LTDA;43187968000181;;;;;;100.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799178;SEVEN NEGOCIOS IMOBILIARIOS LTDA;33802918000103;;;;;;100.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799179;INTER SPE JUIZ DE FORA 1 INCORPORAÇÃO LTDA;30412725000158;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799180;INTER SPE JUIZ DE FORA 7 INCORPORAÇÃO LTDA;30578189000165;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799181;INTER SPE JUIZ DE FORA 15 INCORPORAÇÃO LTDA;31812687000193;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799182;INTER SPE JUIZ DE FORA 18 INCORPORAÇÃO LTDA;31519357000104;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799183;INTER SPE JUIZ DE FORA 24 INCORPORAÇÃO LTDA;35001929000110;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799184;INTER SPE SJDC 2 INCORPORAÇÃO LTDA;36953905000123;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799185;INTER SPE SJDC 3 INCORPORAÇÃO LTDA;37020572000142;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799186;INTER SPE SJDR 1 INCORPORAÇÃO LTDA;30837778000110;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799187;INTER SPE SJRP 3 INCORPORAÇÃO LTDA;32807749000131;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799188;INTER SPE SJRP 5 INCORPORAÇÃO LTDA;34994783000198;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799189;INTER SPE SJRP 6 INCORPORAÇÃO LTDA;35784985000178;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799190;INTER SPE UBERABA 1 INCORPORAÇÃO LTDA;28687305000132;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799191;INTER SPE UBERABA 2 INCORPORAÇÃO LTDA;30041772000132;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799192;INTER SPE UBERABA 3 INCORPORAÇÃO LTDA;29927586000116;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799193;INTER SPE UBERABA 7 INCORPORAÇÃO LTDA;33269182000150;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799194;INTER SPE UBERABA 9 INCORPORAÇÃO LTDA;33603474000187;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799195;INTER SPE UBERABA 10 INCORPORAÇÃO LTDA;33596889000170;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799196;INTER SPE UBERLANDIA 9 INCORPORAÇÃO LTDA;33269096000147;;;;;;99.00000000;;;;;;;
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;799197;INTER SPE UBERLANDIA 11 INCORPORAÇÃO LTDA;34980281000108;;;;;;99.00000000;;;;;;;
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;793653;Futura Comercial Trading Ltda.;00163222000125;;;;;;100.00000000;;;;;;;
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;793654;Kywee, S. De R.L. De C.V.;00000000000000;;;;;;100.00000000;;;;;;;
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;811856;GRG Inovações e Tecnologia S.A.;24019428000144;;;;;;100.00000000;;;;;;;
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;811857;Neogrid Informática Ltda.;05794609000101;;;;;;100.00000000;;;;;;;
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;811858;Neogrid Netherlands B.V.;00000000000000;;;;;;100.00000000;;;;;;;
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;811859;Neogrid North America LLC;00000000000000;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794304;Cidade Maravilhosa Comércio de Roupas Ltda.;09611669000194;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794305;PLANTAGE INC.;00000000000000;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794306;Somaventures;40994278000146;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794307;CIA HERING;78876950000171;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794308;HRG COMÉRCIO DO VESTUÁRIO E INTERMEDIAÇÃO DOS SERVIÇOS FINANCEIROS LTDA.;08996983000170;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794309;HERING INTERNACIONAL SAFI;00000000000000;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794310;GMSH;00000000000000;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794311;SOMA BRANDS INTERNATIONAL GMBH;00000000000000;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794312;SITEDUR;00000000000000;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794313;SOMA BRANDS GROUP (SBG);00000000000000;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794314;SOMA BRANDS FRANCE (SBF);00000000000000;;;;;;100.00000000;;;;;;;
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;794315;SOMA BRANDS UK (SBUK);00000000000000;;;;;;100.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790918;REAG ASSET MANAGEMENT LTDA;18606232000153;;;;;;100.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790919;RAM CAPITAL PARTNERS S.A;35064358000162;;;;;;100.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790920;RSF CAPITAL PARTNERS S.A.;22803734000141;;;;;;86.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790921;RFE CAPITAL PARTNERS S.A;42264680000109;;;;;;100.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790922;REAG ASSET CAPITAL PARTNERS;46300563000104;;;;;;100.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790923;RCC CAPITAL PARTNERS;42264641000101;;;;;;90.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790924;ANJOODA HOLDING LTDA;38028711000147;;;;;;100.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790925;REAG OVERSEAS LTDA;51976313000110;;;;;;100.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790926;REAG SEG PARTICIPACOES S.A.;48719718000169;;;;;;100.00000000;;;;;;;
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;790927;PP PROMOTORA DE VENDAS S.A.;18249116000124;;;;;;100.00000000;;;;;;;
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;804503;URBA 5 LOTEAMENTOS LTDA. (DUNLOP  E PROFETA);36525003000196;;;;;;100.00000000;;;;;;;
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;804504;URBA 21 LOTEAMENTOS LTDA (RESIDENCIAL ELVIRA);45024923000111;;;;;;100.00000000;;;;;;;
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;804505;EMPREENDIMENTO PARQUE VITÓRIA SPE S/A (PARQUE VITÓRIA);36808430000181;;;;;;50.00000000;;;;;;;
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;796694;Petro Rio Internacional S.A.;05495044000153;;;;;;4.51000000;;;;;;;
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;796695;Petro Rio O&G Exploração e Produção de Petróleo Ltda.;11058804000168;;;;;;100.00000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813615;BR Partners Assessoria Financeira Ltda.;10487157000147;;;;;;99.99000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813616;BR Partners Banco de Investimento S.A.;13220493000117;;;;;;99.99000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813617;BR PARTNERS EUROPE B.V.;00000000000000;;;;;;100.00000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813618;BR Partners Gestão de Recursos Ltda.;11159192000108;;;;;;99.99000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813619;BR PARTNERS PARTICIPAÇÕES FINANCEIRAS LTDA.;11353770000134;;;;;;99.99000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813620;BR PARTNERS MERCADOS DE CAPITAIS LTDA.;44573782000123;;;;;;99.99000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813621;BR PARTNERS ASSESSORIA EM REESTRUTURAÇÃO FINANCEIRA LTDA.;44584356000195;;;;;;99.99000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813622;BR PARTNERS CORRETORA DE SEGURO LTDA.;44577935000100;;;;;;99.99000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813623;TOTAL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR - CRÉDITO PRIVADO;12610561000191;;;;;;99.99000000;;;;;;;
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;813624;BR PARTNERS CAPITAL;00000000000000;;;;;;100.00000000;;;;;;;
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;811758;TREND VIAGENS OPERADORA DE TURISMO  S.A.;19916590000125;;;;;;100.00000000;;;;;;;
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;811759;ESFERATUR PASSAGENS E TURISMO S.A.;76530260000130;;;;;;100.00000000;;;;;;;
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;811760;SV VIAGENS LTDA;06179342000105;;;;;;100.00000000;;;;;;;
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;811761;CVC PORTUGAL, UNIPESSOAL LDA;00000000000000;;;;;;100.00000000;;;;;;;
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;811762;WETREK TECHNOLOGIES LLC (EUA);00000000000000;;;;;;25.00000000;;;;;;;
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;811763;CVC TURISMO SAU. (ARG);00000000000000;;;;;;100.00000000;;;;;;;
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;811764;VISUAL TURISMO LTDA;53132538000116;;;;;;100.00000000;;;;;;;
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;813335;BESTWAY SEEDS DO BRASIL BENEFICIAMENTOS DE SEMENTES E SERVIÇOS S.A.;29049791000126;;;;;;66.67000000;;;;;;;
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;813336;SUNO AGRO FIAGRO IMOBILIÁRIO;28152777000190;;;;;;12.90000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792287;ALVORADA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;20936651000103;;;;;;20.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792288;Bariloche Empreendimento Imobiliário Ltda.;36570668000111;;;;;;99.99000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792289;Blaze Empreendimento Imobiliário Ltda;42714452000185;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792290;CARBON EMPREENDIMENTOS IMOBILIÁRIOS LTDA;20936677000143;;;;;;22.51000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792291;HARMONY YI EMPREENDIMENTO IMOBILIÁRIO LTDA;28446596000177;;;;;;3.50000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792292;LION EMPREENDIMENTOS IMOBILIÁRIOS LTDA;20936661000130;;;;;;53.25000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792293;Miravales Empreendimento Imobiliário Ltda.;41115038000197;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792294;Nosara Empreendimento Imobiliário Ltda;42705828000195;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792295;Shanghai Empreendimento Imobiliário Ltda.;37039879000195;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792296;STONE EMPREENDIMENTOS IMOBILIÁRIOS LTDA;21083009000183;;;;;;0.01000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792297;STRONGER YI EMPREENDIMENTO IMOBILIÁRIO LTDA;28455163000188;;;;;;3.06000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792298;YP II EMPREENDIMENTOS IMOBILIÁRIOS LTDA;13727348000127;;;;;;22.16000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792299;YP III REAL ESTATE EMPREENDIMENTO IMOBILIÁRIO LTDA;21333553000136;;;;;;30.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792300;Zurique Empreendimento Imobiliário Ltda;36570339000170;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792301;Hermitage Empreendimento Imobiliario Ltda;29138149000113;;;;;;71.90000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792302;Montis Empreendimento Imobiliario Ltda;31058139000110;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792303;SAONA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;31060600000179;;;;;;50.10000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792304;Istambul Empreendimento Imobiliario Ltda;34360905000194;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792305;CCDI 25 EMPREENDIMENTOS IMOBILIÁRIOS LTDA;14476762000173;;;;;;55.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792306;Peterhof Empreendimento Imobiliario Ltda;29138119000107;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792307;Grand Slam Empreendimento Imobiliario Ltda.;34362364000133;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792308;Evoque Empreendimento Imobiliario Ltda.;34362462000170;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792309;VERSAILLES EMPREENDIMENTOS IMOBILIÁRIOS LTDA;29139129000167;;;;;;85.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792310;Chandon Empreendimento Imobiliario Ltda.;34361859000148;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792311;Jordan Empreendimento Imobiliario Lida.;34398238000139;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792312;Azera Empreendimento Imobiliário Ltda.;36571188000175;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792313;BAVARO EMPREENDIMENTOS IMOBILIÁRIOS LTDA;29138015000100;;;;;;50.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792314;Stark Empreendimento Imobiliário Ltda.;34405642000192;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792315;Cayenne Empreendimento Imobiliario Ltda.;34362838000147;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792316;Livina Empreendimento Imobiliário Ltda;37039937000180;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792317;HOM, INC PARTICIPAÇÕES S.A;42706368000110;;;;;;100.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792318;HARMONIA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;41672640000125;;;;;;40.00000000;;;;;;;
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;792319;MANZANILLO EMPREENDIMENTO IMOBILIÁRIO LTDA;42722530000193;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812048;CENTRAL DE TRATAMENTO DE RESÍDUOS ALCÂNTARA S.A.;07090691000100;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812049;CENTRAL DE TRATAMENTO DE RESÍDUOS NOVA IGUAÇU S.A.;07085695000109;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812050;ETR JARDIM GRAMACHO S.A.;19108295000142;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812051;FOXX URE-JP AMBIENTAL S.A.;16731167000162;;;;;;67.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812052;ROSÁRIO DO CATETE AMBIENTAL S.A.;43061782000181;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812053;ORIZON MEIO AMBIENTE S.A. (anteriormente denominada Haztec Tecnologia e Planejamento Ambiental S.A.);03279285000130;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812054;FOXX INOVA AMBIENTAL S.A.;15271791000161;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812055;ORIZON ENERGIA E GÁS RENOVÁVEL LTDA;46226283000195;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812056;CGR AMBIENTAL TRATAMENTO DE RESÍDUOS LTDA.;14472094000106;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812057;CENTRO DE GERENCIAMENTO DE RESIDUAIS CUIABÁ LIMITADA;06211613000154;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812058;CENTRAL DE TRATAMENTO DE RESÍDUOS DE BARRA MANSA S.A.;10840738000110;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812059;FOXX HOLDING S.A.;09658431000114;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812060;ORIZON TREMEMBÉ AMBIENTAL S.A.;42972930000157;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812061;ORIZON ITAPEVI AMBIENTAL S.A.;42805815000198;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812062;CTR SANTA LUZIA TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS S.A.;32319776000165;;;;;;50.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812063;ORIZON CTR METROPOLITANA PARTICIPAÇÕES S.A.;42805925000150;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812064;METROPOLITANA SERVIÇOS AMBIENTAIS LTDA.;07296795000176;;;;;;50.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812065;CTR PORTO VELHO S.A.;44357569000184;;;;;;51.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812066;SPE MACEIÓ AMBIENTAL S.A.;43091153000102;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812067;ORIZON SOROCABA BLENDAGEM S.A.;42805842000160;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812068;UTM JABOATÃO DOS GUARARAPES LTDA.;15821899000180;;;;;;100.00000000;;;;;;;
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;812069;UTE PAULÍNIA VERDE S.A.;44497351000125;;;;;;33.33000000;;;;;;;
