CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815393;TUA D'OR, UNIPESSOAL, LDA. (PORTUGAL);00000000000000;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815394;UDI CÁRDIO - UNIDADE DE DIAGNÓSTICO E TRATAMENTO CARDIOLÓGICO LTDA.;23617962000190;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815395;UDI IMAGEM - UNIDADE DE DIAGNÓSTICO POR IMAGEM LTDA.;07383664000126;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815396;UNIDADE DE RADIOLOGIA CLÍNICA LTDA.;45398146000175;;;;;;72.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815397;UNIDADE HEMATOLÓGICA DE SÃO PAULO LTDA.;04074478000117;;;;;;41.15000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815398;UNIFIGADO - DOENÇAS DO FÍGADO E VIAS BILIARES LTDA.;00173626000108;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815399;UNINEVES S.A.;40435715000191;;;;;;51.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815400;Villa-Lobos Empreendimentos Imobiliários Ltda.;22474559000196;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815401;YUCA ADMINISTRAÇÃO DE BENS LTDA.;21495268000111;;;;;;50.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815402;GNI17 EMPREENDIMENTOS IMOBILIÁRIOS LTDA.;34720423000106;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815403;SUL AMÉRICA HOLDING DE INVESTIMENTOS S.A.;44035487000113;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815404;GNI66 RJ EMPREENDIMENTOS IMOBILIÁRIOS LTDA.;54286533000100;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815405;GNI67 RJ EMPREENDIMENTOS IMOBILIÁRIOS LTDA.;54286457000133;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815406;GNI68 RJ EMPREENDIMENTOS IMOBILIÁRIOS LTDA.;53781619000147;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815407;GNI69 RJ EMPREENDIMENTOS IMOBILIÁRIOS LTDA.;54286603000120;;;;;;100.00000000;;;;;;;
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;815408;GNI70 RJ EMPREENDIMENTOS IMOBILIÁRIOS LTDA.;54386331000130;;;;;;100.00000000;;;;;;;
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;813760;Bellamar Empreendimento e Participações S.A.;06950710000169;;;;;;50.00000000;;;;;;;
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;813761;ASN ATACADISTA LTDA.;42496283000154;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815580;GAC Inc.;09098779000102;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815581;GTX S.A;40181184000158;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815582;GOL LINHAS AÉREAS S.A;07575651000159;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815583;GOL FINANCE (COMPANY LIMITED BY SHARES OF CAYMAN ISLAND);00000000000000;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815584;GOL FINANCE S.A (LUXEMBOURG);00000000000000;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815585;SMILES FIDELIDADE S.A;48946987000168;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815586;SMILES FIDELIDADE ARGENTINA;00000000000000;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815587;CAPITANIA AIR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INV;05962544000158;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815588;SORRISO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRED PRIV NO EXTERIOR;19734866000154;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815589;SMILES VIAGENS E  TURISMO S.A;27413812000115;;;;;;100.00000000;;;;;;;
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;815590;SMILES VIAJES Y  TURISMO S.A;00000000000000;;;;;;100.00000000;;;;;;;
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;812153;e-Pharma PBM do Brasil S.A.;03448808000124;;;;;;26.18000000;;;;;;;
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;812154;Imifarma Produtos Farmacêuticos e Cosméticos S.A.;04899316000118;;;;;;99.07000000;;;;;;;
06.977.745/0001-91;2024-12-31;2;141494;BR MALLS PARTICIPACOES S.A.;808993;ALVEAR PARTICIPACOES LTDA;03195007000102;;;;;;100.00000000;;;;;;;
06.977.745/0001-91;2024-12-31;2;141494;BR MALLS PARTICIPACOES S.A.;808994;CIMA EMPREENDIMENTOS DO BRASIL S.A.;06351076000148;;;;;;100.00000000;;;;;;;
06.977.745/0001-91;2024-12-31;2;141494;BR MALLS PARTICIPACOES S.A.;808995;EDRJ113 PARTICIPACOES LTDA;08833594000123;;;;;;100.00000000;;;;;;;
06.977.745/0001-91;2024-12-31;2;141494;BR MALLS PARTICIPACOES S.A.;808996;PROFFITO HOLDING PARTICIPACOES S/A;08741778000163;;;;;;100.00000000;;;;;;;
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;806210;CTC GENOMICS LLC;00000000000000;;;;;;100.00000000;;;;;;;
07.040.108/0001-57;2024-12-31;3;139580;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;800972;SANE ENERGIA S/A;50132324000151;;;;;;15.00000000;;;;;;;
07.040.108/0001-57;2024-12-31;3;139580;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;800973;VSA - TRATAMENTO DE EFLUENTES E UTILIDADES INDUSTRIAIS S/A;36216610000174;;;;;;49.00000000;;;;;;;
07.040.108/0001-57;2024-12-31;3;139580;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;800974;UTILITAS PECEM - EMPRESA DE UTILIDADES INDUSTRIAIS DO PECEM S/A;19490530000193;;;;;;15.00000000;;;;;;;
07.043.628/0001-13;2024-12-31;2;139220;CLARO TELECOM PARTICIPAÇÕES S.A.;798471;Americel S.A.;01685903000116;;;;;;100.00000000;;;;;;;
07.043.628/0001-13;2024-12-31;2;139220;CLARO TELECOM PARTICIPAÇÕES S.A.;798472;Claro NXT Telecomunicações S.A.;66970229000167;;;;;;0.39000000;;;;;;;
07.043.628/0001-13;2024-12-31;2;139220;CLARO TELECOM PARTICIPAÇÕES S.A.;798473;CLARO S.A.;40432544000147;;;;;;46.58000000;;;;;;;
07.043.628/0001-13;2024-12-31;2;139220;CLARO TELECOM PARTICIPAÇÕES S.A.;798474;CLARO PAY HOLDING S.A.;48199539000148;;;;;;100.00000000;;;;;;;
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;809534;M.DIAS BRANCO ARGENTINA S.A (PARTICIPAÇÃO DIRETA);00000000000000;;;;;;100.00000000;;;;;;;
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;809535;M.DIAS BRANCO INTERNATIONAL TRADING LLC (PARTICIPAÇÃO DIRETA);00000000000000;;;;;;100.00000000;;;;;;;
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;809536;Tergran - Terminal de Grãos de Fortaleza Ltda.;01591524000167;;;;;;33.33000000;;;;;;;
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;809537;Terminal de Trigo do Rio de Janeiro - Logística S. A;18245532000154;;;;;;50.00000000;;;;;;;
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;809538;DARCEL S.A. (PARTICIPAÇÃO INDIRETA);00000000000000;;;;;;100.00000000;;;;;;;
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;809539;CACAMA S.A. (PARTICIPAÇÃO INDIRETA);00000000000000;;;;;;100.00000000;;;;;;;
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;809540;DELTA 7 E 8 HOLDING HOLDING ENERGIA S.A. (PARTICIPAÇÃO DIRETA);09149503000106;;;;;;24.50000000;;;;;;;
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;809541;JASMINE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA. ( PARTICIPAÇÃO INDIRETA);81727414000119;;;;;;100.00000000;;;;;;;
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;809542;M. DIAS BRANCO INTERNATIONAL TRADING URUGUAY S.A (PARTICIPAÇÃO INDIRETA);00000000000000;;;;;;100.00000000;;;;;;;
07.237.373/0001-20;2024-12-31;8;141801;BCO NORDESTE DO BRASIL S.A.;812772;CENTRAIS ELÉTRICAS BRASILEIRAS S/A (ELET3);00001180000126;;;;;;0.05120000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800627;BBC Holding financeira LTDA;17804156000128;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800628;BBC PAGAMENTOS LTDA;30715467000189;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800629;CS Brasil Holding e Locação S.A.;41934221000114;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800630;CS Infra S.A.;43312111000146;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800631;JSL S.A.;52548435000179;;;;;;67.34000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800632;Madre Corretora e administradora de seguros LTDA;04723603000172;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800633;MOVIDA PARTICIPAÇÕES S.A;21314559000166;;;;;;57.04000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800634;SIMPAR EUROPE;00000000000000;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800635;SIMPAR FINANCE S.A.R.L;00000000000000;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800636;Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.;23373000000132;;;;;;54.82000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800637;ORIGINAL LOCADORA DE VEÍCULOS LTDA.;37001285000195;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800638;SIMPAR EMPREENDIMENTOS IMOBILIÁRIOS LTDA;18418663000196;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800639;AUTOMOB S.A;43513237000189;;;;;;79.40000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800640;AVANTE SEMINOVOS LTDA.;37666761000197;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800641;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS SIMPAR;38455413000133;;;;;;100.00000000;;;;;;;
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;800642;GSIM PARTICIPAÇÕES E HOLDING S.A.;51399626000153;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809954;AMBEV LUXEMBURG S.A.R.L.;00000000000000;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809955;Arosuco Aromas e Sucos Ltda.;03134910000155;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809956;CERVECERIA Y MALTERIA QUILMES SAICA Y G;00000000000000;;;;;;99.78000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809957;CERVECERIA NACIONAL S DE R.L;00000000000000;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809958;CERVECERÍA BOLIVIANA NACIONAL S.A.;00000000000000;;;;;;85.34000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809959;CERVECERÍA CHILE S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809960;CERVECERÍA NACIONAL DOMINICANA S.A.;00000000000000;;;;;;85.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809961;CERVECERÍA PARAGUAYA S.A.;00000000000000;;;;;;87.36000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809962;CERVECERÍA Y MALTERIA PAYSANDU S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809963;CRBS S.A.;56228356000131;;;;;;0.01000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809964;JALUA SPAIN S.L.;00000000000000;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809965;LABATT BREWING COMPANY LTD.;00000000000000;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809966;MALTERÍA PAMPA S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809967;MALTERÍA URUGUAY S.A;00000000000000;;;;;;100.00000000;;;;;;;
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;809968;MONTHIERS S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;805054;LATAMFIT S.L;00000000000000;;;;;;100.00000000;;;;;;;
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;805055;LATAMGYM S.A.P.I DE C.V;00000000000000;;;;;;87.13000000;;;;;;;
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;805056;LATAMFIT CHILE SPA;00000000000000;;;;;;100.00000000;;;;;;;
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;805057;SMARTFIT PERU S.A.C;00000000000000;;;;;;90.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811106;AGRIFIRMA AGRO LTDA.;09288977000120;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811107;AGROPECUARIA MOROTI;00000000000000;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811108;Imobiliária Araucária;08745851000175;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811109;Imobiliária Cajueiro;08745729000107;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811110;Imobiliária Ceibo Ltda.;11348046000112;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811111;Imobiliária Cremaq Ltda.;08490332000103;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811112;Imobiliária Flamboyant;11590772000147;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811113;Imobiliária Mogno;08948179000115;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811114;IMOBILIÁRIA JABORANDI LTDA.;08710864000109;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811115;PALMEIRAS S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811116;YUCHAN AGROPECUÁRIA S.A;00000000000000;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811117;AGROPECUARIA ACRES DEL SUD S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811118;OMBÚ AGROPECUARIA S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;811119;YATAY AGROPECUARIA S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815467;Airholding S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815468;ELEB Equipamentos Ltda.;55763775000100;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815469;EMBRAER AIRCRAFT HOLDING, INC.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815470;Embraer Defesa e Segurança Participações S.A.;12592902000143;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815471;EMBRAER GPX LTDA.;08497572000130;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815472;EMBRAER NETHERLANDS B.V.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815473;EMBRAER OVERSEAS LTD.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815474;EMBRAER SPAIN HOLDING CO. SL;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815475;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EMBRAER VENTURES;29491215000134;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815476;Yaborã Indústria Aeronáutica S.A.;30657250000160;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815477;EMBRAER AVIATION INTERNATIONAL - EAI;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815478;EMBRAER NETHERLANDS FINANCE B.V.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815479;EMBRAER AIRCRAFT CUSTOMER SERVICES, LLC;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815480;EMBRAER AIRCRAFT MAINTENANCE SERVICES, LLC;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815481;EMBRAER BUSINESS INNOVATION CENTER, INC.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815482;EMBRAER EXECUTIVE JET SERVICES, LLC;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815483;EMBRAER EXECUTIVE AIRCRAFT, INC.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815484;EMBRAER ENGINEERING & TECHNOLOGY CENTER USA, INC.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815485;EMBRAER DEFENSE AND SECURITY, INC.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815486;EMBRAER CAE TRAINING SERVICES, LLC;00000000000000;;;;;;51.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815487;EVE HOLDING, INC;00000000000000;;;;;;89.40000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815488;EVE UAM, LLC.;00000000000000;;;;;;89.40000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815489;EVE SOLUÇÕES DE MOBILIDADE AÉREA URBANA LTDA.;42128214000198;;;;;;89.40000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815490;Atech - Negócios em Tecnologias S.A.;11262624000101;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815491;Visiona Tecnologia Espacial S.A.;13944554000199;;;;;;51.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815492;VISIONA INTERNACIONAL B.V.;00000000000000;;;;;;51.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815493;Tempest Serviços de Informática S.A.;05359075000187;;;;;;76.60000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815494;TEMPEST SECURITY INTELLIGENCE LIMITED;00000000000000;;;;;;76.60000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815495;EZS INFORMÁTICA S.A.;06234798000112;;;;;;76.60000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815496;EMBRAER ASIA PACIFIC PTE. LTD.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815497;EMBRAER PORTUGAL S.A.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815498;EMBRAER (CHINA) AIRCRAFT TECHNICAL SERVICES CO. LTD.;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815499;EZ AIR INTERIOR LIMITED;00000000000000;;;;;;50.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815500;OGMA - INDÚSTRIA AERONÁUTICA DE PORTUGAL S.A.;00000000000000;;;;;;65.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815501;ECC INVESTMENT SWITZERLAND AG;00000000000000;;;;;;100.00000000;;;;;;;
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;815502;EMBRAER FINANCE LTD.;00000000000000;;;;;;100.00000000;;;;;;;
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;792424;DATORA FRANCE COMMUNICATION;00000000000000;;;;;;100.00000000;;;;;;;
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;792425;Datora Mobile Telecomunicações S.A.;18384930000151;;;;;;100.00000000;;;;;;;
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;792426;Datora Pag Ltda.;37945736000142;;;;;;98.00000000;;;;;;;
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;792427;Datora Telecomunicações Ltda.;39495486000111;;;;;;99.99999600;;;;;;;
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;792428;NGN LATAM CORP;00000000000000;;;;;;100.00000000;;;;;;;
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;792429;NGN SWEDEN COMMUNICATION;00000000000000;;;;;;100.00000000;;;;;;;
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;808623;DB3 SERVIÇOS DE COMUNICAÇÕES S.A.;41644220000135;;;;;;100.00000000;;;;;;;
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;808624;ALLOHA TELEATENDIMENTO LTDA.;27025271000158;;;;;;100.00000000;;;;;;;
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;813669;Delivery Center Holding S.A.;26712233000100;;;;;;38.67000000;;;;;;;
