CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;0;1;0;154962;100.000000;66413;100.000000;221375;100.000000;2020-07-30
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;177;365;0;496437;99.633000;1674074;95.567000;2170511;96.467000;2023-04-28
07.282.377/0001-20;2024-12-31;2;141827;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;20;11;0;722;0.743000;0;0.000000;722;0.743000;2024-04-25
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;8;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
07.401.436/0001-31;2024-12-31;1;138258;ELDORADO BRASIL CELULOSE S.A.;0;2;0;1525558419;100.000000;0;0.000000;1525558419;100.000000;2012-08-20
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;50764;670;20;227030128;26.005000;0;0.000000;227030128;26.005000;2024-04-30
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;286411;1842;603;4394835131;27.890000;0;0.000000;4394835131;27.890000;2024-04-30
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;12100;140;821;322604918;55.029000;0;0.000000;322604918;55.029000;2024-04-25
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;128059;375;220;63815593;62.148000;0;0.000000;63815593;62.148000;2023-10-24
07.636.657/0001-99;2024-12-31;2;139187;AÇO VERDE DO BRASIL S.A;4;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-10
07.659.538/0001-51;2024-12-31;1;137789;DINAMICA ENERGIA S.A.;3;1;0;334424444;100.000000;0;0.000000;334424444;100.000000;2007-04-27
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;60047;14058;690;734632001;99.212000;0;0.000000;734632001;99.212000;2024-05-17
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;8;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;5;3;1;0;0.000000;0;0.000000;0;0.000000;2023-11-01
07.802.794/0001-56;2024-12-31;4;142031;ESSENTIA PCHS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-05
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;27636;156;926;313823361;54.279000;0;0.000000;313823361;54.279000;2024-04-26
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;320;6;25;2380679;98.288000;0;0.000000;2380679;98.288000;2021-12-31
07.823.262/0001-03;2024-12-31;1;138013;FOZ DO RIO CLARO ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-04
07.857.093/0001-14;2024-12-31;5;141589;AURA MINERALS INC.;28197;249;53;29337548;40.522000;0;0.000000;29337548;40.522000;2024-05-15
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;1363;19;20;17910469;12.843000;0;0.000000;17910469;12.843000;2024-04-30
07.859.971/0001-30;2024-12-31;6;141952;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;773359;259;1880;218568274;37.001000;437136468;98.725000;655704742;63.445000;2024-04-29
07.882.930/0001-65;2024-12-31;1;138111;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;42822;187;210;57185919;54.064000;0;0.000000;57185919;54.064000;2024-04-29
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;29908;140;20;44898718;60.930000;0;0.000000;44898718;60.930000;2024-04-30
08.070.508/0001-78;2024-03-31;5;140402;RAIZEN ENERGIA S.A.;0;3;0;0;0.000000;0;0.000000;0;0.000000;2022-07-29
08.078.847/0001-09;2024-12-31;2;139086;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;12455;91;27;104259276;70.658000;0;0.000000;104259276;70.658000;2024-05-22
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;0;1;7;0;0.000000;0;0.000000;0;0.000000;2023-05-01
08.170.849/0001-15;2024-12-31;9;142021;DESKTOP S.A.;10973;120;136;35708353;30.907000;0;0.000000;35708353;30.907000;2024-04-19
08.213.823/0001-07;2024-12-31;3;139430;AURA ALMAS MINERAÇÃO S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-11
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;4;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;96558;299;316;292921855;43.119000;0;0.000000;292921855;43.119000;2024-04-30
08.312.229/0001-73;2024-12-31;5;141140;EZ TEC EMPREEND. E PARTICIPACOES S.A.;72475;314;341;97334950;44.045000;0;0.000000;97334950;44.045000;2024-04-26
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;0;4;0;0;0.000000;0;0.000000;0;0.000000;2023-07-28
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-09-16
08.343.492/0001-20;2024-12-31;6;141617;MRV ENGENHARIA E PARTICIPACOES S.A.;67032;1092;680;377241484;67.026000;0;0.000000;377241484;67.026000;2024-07-17
08.364.948/0001-38;2024-12-31;6;141683;ALUPAR INVESTIMENTO S/A;124474;570;273;151478409;23.461000;303363221;99.405000;454841630;47.835000;2024-04-19
08.397.078/0001-01;2024-12-31;2;139376;GSH CORP PARTICIPAÇÕES S.A.;27;2;1;0;0.000000;0;0.000000;0;0.000000;2021-11-16
08.402.943/0001-52;2024-12-31;1;138089;GUARARAPES CONFECCOES S.A.;15676;138;267;81942860;16.415000;0;0.000000;81942860;16.415000;2024-04-29
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;3;4;0;18089;64.528000;102590;100.000000;120679;92.387000;2016-04-29
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-26
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;321;214;0;3170333;4.656000;162927;99.337000;3333260;4.884000;2024-04-28
08.534.605/0001-74;2024-12-31;1;138514;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;15988;46;0;25379358;20.345000;50307403;40.329000;75686761;30.337000;2024-04-30
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;457;94;0;77842;0.098000;0;0.000000;77842;0.098000;2023-04-28
08.574.411/0001-00;2024-12-31;2;139904;PRÁTICA PRODUTOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-12-15
08.613.550/0001-98;2024-12-31;3;141354;NEXPE PARTICIPAÇÕES S.A;7521;27;2;1049329;39.514000;0;0.000000;1049329;39.514000;2024-04-30
08.764.621/0001-53;2024-12-31;2;141273;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;1422;3;14;1428328;74.054000;0;0.000000;1428328;74.054000;2024-04-29
08.769.451/0001-08;2024-12-31;3;139459;VIRGO COMPANHIA DE SECURITIZAÇÃO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-10-01
08.773.135/0001-00;2024-12-31;5;142093;2W ECOBANK S.A.;30;1;0;0;0.000000;0;0.000000;0;0.000000;2023-12-08
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;3;1;3;0;0.000000;0;0.000000;0;0.000000;2024-04-19
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;19278;804;184;133117425;45.608000;0;0.000000;133117425;45.608000;2024-04-30
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;16606;152;70;59860037;39.215000;0;0.000000;59860037;39.215000;2024-04-17
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;22698;123;427;290010465;93.828000;0;0.000000;290010465;93.828000;2024-04-26
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;45915;279;0;71495901;38.311000;0;0.000000;71495901;38.311000;2024-08-16
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-05-27
08.827.501/0001-58;2024-12-31;3;139660;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;0;4;0;207858034;29.278000;274590748;88.492000;482448782;47.287000;2024-04-18
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-06-06
08.873.873/0001-10;2024-12-31;4;140874;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
08.902.291/0001-15;2024-12-31;4;141455;CSN MINERAÇÃO S.A.;174574;945;212;1110559345;20.246000;0;0.000000;1110559345;20.246000;2024-04-19
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;0;2;1;7877740;100.000000;6843557;100.000000;14721297;100.000000;2017-11-21
09.041.168/0001-10;2024-12-31;7;141993;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;12647;188;109;51027761;52.413000;0;0.000000;51027761;52.413000;2024-07-17
09.042.817/0001-05;2024-12-31;6;141829;BEMOBI MOBILE TECH S.A.;13449;115;178;81167018;94.812000;0;0.000000;81167018;94.812000;2024-04-26
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;33;1;5;102567579;19.090000;312590;0.482000;102880169;17.084000;2023-08-04
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;12;3;0;150424;0.109000;0;0.000000;150424;0.109000;2024-04-29
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;0;1;0;428071225;100.000000;0;0.000000;428071225;100.000000;2018-04-27
09.095.183/0001-40;2024-12-31;3;141826;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3770;19;4;1592166;50.576000;0;0.000000;1592166;50.576000;2024-04-29
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;6210;50;149;126724185;63.375000;0;0.000000;126724185;63.375000;2024-04-25
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;0;1;0;14048567;100.000000;4073532;100.000000;18122099;100.000000;2013-04-29
09.146.451/0001-06;2024-12-31;4;141532;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-05-27
09.149.503/0001-06;2024-12-31;1;138835;SERENA GERAÇÃO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;5207;14;735;378836983;56.136000;0;0.000000;378836983;56.136000;2024-09-23
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-12-20
09.267.996/0001-70;2024-12-31;2;139356;YUNY INCORPORADORA HOLDING S.A.;2;0;0;0;0.000000;0;0.000000;0;0.000000;2024-05-17
09.288.252/0001-32;2024-12-31;5;141714;ANIMA HOLDING S.A.;24884;245;439;257040189;63.644000;0;0.000000;257040189;63.644000;2024-04-29
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;14214;44;27;22457765;35.032000;0;0.000000;22457765;35.032000;2024-08-12
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;103267;361;165;306558420;33.000000;326872005;97.356000;633430425;50.085000;2024-05-15
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;0;1;0;4158155555;100.000000;0;0.000000;4158155555;100.000000;2024-03-26
09.324.949/0001-11;2024-12-31;1;138856;AUTOPISTA FLUMINENSE SA;0;1;0;658918293;100.000000;0;0.000000;658918293;100.000000;2014-04-16
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;0;1;0;1721076003;100.000000;0;0.000000;1721076003;100.000000;2022-04-20
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;0;1;0;2962381424;100.000000;0;0.000000;2962381424;100.000000;2016-05-05
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2014-04-17
09.346.601/0001-25;2024-12-31;6;141975;B3 S.A. - BRASIL, BOLSA, BALCÃO;334213;2328;1546;5392540963;99.374000;0;0.000000;5392540963;99.374000;2024-04-25
09.347.516/0001-81;2024-12-31;3;141673;ELETROMIDIA S.A.;1475;7;78;65970012;47.127000;0;0.000000;65970012;47.127000;2023-04-26
09.359.927/0001-97;2024-12-31;4;141847;ASA BRANCA HOLDING S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-06-30
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-15
09.414.761/0001-64;2024-12-31;3;141468;K-INFRA RODOVIA DO AÇO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2018-11-23
09.478.309/0001-66;2024-12-31;1;138416;BRASIL BIOFUELS S.A.;3;3;0;597522;9.867000;0;0.000000;597522;9.867000;2020-10-23
09.527.023/0001-23;2024-12-31;2;139424;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
09.538.973/0001-53;2024-12-31;3;141901;PDG COMPANHIA SECURITIZADORA;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-26
09.584.854/0001-37;2024-12-31;1;138370;MANAUS TRANSMISSORA DE ENERGIA S.A;0;1;0;1255333123;100.000000;0;0.000000;1255333123;100.000000;2024-04-15
09.611.768/0001-76;2024-12-31;4;139312;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2;0;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;0;5;0;0;0.000000;0;0.000000;0;0.000000;2024-04-15
09.813.204/0001-16;2024-12-31;1;138763;W2W E-COMMERCE DE VINHOS S.A.;5;4;0;0;0.000000;0;0.000000;0;0.000000;2024-02-23
10.139.870/0001-08;2024-12-31;6;141742;NEOGRID PARTICIPAÇÕES S.A.;40604;195;0;103775263;45.411000;0;0.000000;103775263;45.411000;2024-09-11
10.215.988/0001-60;2024-12-31;1;138762;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-10
10.234.027/0001-00;2024-12-31;1;138218;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-26
10.240.186/0001-00;2024-12-31;1;138207;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;0;1;1;0;0.000000;0;0.000000;0;0.000000;2023-04-26
10.285.590/0001-08;2024-12-31;1;138827;GRUPO DE MODA SOMA S.A.;39515;325;800;500410718;63.767000;0;0.000000;500410718;63.767000;2024-04-30
10.319.900/0001-50;2024-12-31;2;142162;CICLUS AMBIENTAL RIO S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
10.324.624/0001-18;2024-12-31;2;138909;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
10.338.320/0001-00;2024-12-31;1;137716;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;3177;208;54;835965;1.325000;0;0.000000;835965;1.325000;2024-04-10
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;2;3;0;696801900;94.566000;0;0.000000;696801900;94.566000;2023-11-30
10.488.244/0001-19;2024-12-31;1;138293;INFRASEC SECURITIZADORA S.A.;0;2;0;10000;100.000000;0;0.000000;10000;100.000000;2013-12-27
10.502.676/0001-37;2024-12-31;3;141444;TERMELÉTRICA PERNAMBUCO III S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2014-07-14
10.531.501/0001-58;2024-12-31;3;142033;CONC AUTO RAPOSO TAVARES S.A.;0;1;0;6301299487;100.000000;6301299488;100.000000;12602598975;100.000000;2021-02-15
10.571.175/0001-02;2024-12-31;3;140587;URBA DESENVOLVIMENTO URBANO S.A.;7;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
10.629.105/0001-68;2024-12-31;2;139065;PRIO S.A.;156534;992;2846;798909771;89.558000;0;0.000000;798909771;89.558000;2024-04-19
10.635.691/0001-53;2024-12-31;2;138986;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;0;1;0;249500000;100.000000;249500000;100.000000;499000000;100.000000;2020-09-01
10.647.979/0001-48;2024-12-31;1;138846;CONC ROTA DAS BANDEIRAS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-05-11
10.670.314/0001-55;2024-12-31;1;138183;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-09-26
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-05-17
10.739.356/0001-03;2024-12-31;3;141965;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;35863;373;74;47238057;23.555000;94476114;82.554000;141714171;44.990000;2024-03-19
10.760.260/0001-19;2024-12-31;8;141733;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;148187;459;416;525591097;100.000000;0;0.000000;525591097;100.000000;2024-05-13
10.807.374/0001-77;2024-12-31;6;141920;BOA SAFRA SEMENTES S.A.;35536;143;208;46233405;34.165000;0;0.000000;46233405;34.165000;2024-04-22
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
10.841.050/0001-55;2024-12-31;2;138068;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
11.284.204/0001-18;2024-12-31;1;138527;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;3;0;2;0;0.000000;0;0.000000;0;0.000000;2024-04-29
11.421.994/0001-36;2024-12-31;6;141758;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;5469;120;258;46468096;56.019000;0;0.000000;46468096;56.019000;2024-04-26
11.669.021/0001-10;2024-12-31;4;142083;ENAUTA PARTICIPAÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-07-31
11.721.921/0001-60;2024-12-31;4;141141;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;1336;18;0;407153;1.997000;0;0.000000;407153;1.997000;2024-04-26
11.992.680/0001-93;2024-12-31;4;142044;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;53433;376;0;278971994;98.225000;0;0.000000;278971994;98.225000;2024-10-03
12.049.631/0001-84;2024-12-31;4;139918;MOURA DUBEUX ENGENHARIA S/A;8580;270;216;53382259;62.870000;0;0.000000;53382259;62.870000;2024-04-25
12.091.809/0001-55;2024-12-31;7;141817;3R PETROLEUM ÓLEO E GÁS S.A.;90847;821;1051;460819333;99.276000;0;0.000000;460819333;99.276000;2024-07-31
12.104.241/0004-02;2024-12-31;11;141882;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;6908;44;422;573177887;87.944000;0;0.000000;573177887;87.944000;2024-07-10
12.108.897/0001-50;2024-12-31;4;140378;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;10608;102;13;16408905;32.427000;0;0.000000;16408905;32.427000;2024-04-24
12.181.987/0001-77;2024-12-31;6;141712;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;12522;96;76;152163488;73.769000;0;0.000000;152163488;73.769000;2023-04-28
12.300.288/0001-07;2024-12-31;5;141513;NORTE ENERGIA S.A.;0;7;2;0;0.000000;0;0.000000;0;0.000000;2023-01-18
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;4053;23;190;178293177;55.230000;0;0.000000;178293177;55.230000;2024-04-30
12.489.315/0001-23;2024-12-31;1;138012;FERREIRA GOMES ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-04
12.528.708/0001-07;2024-12-31;3;141667;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;67840;224;66;35461088;57.085000;0;0.000000;35461088;57.085000;2024-05-14
12.592.831/0001-89;2024-12-31;2;139813;MNLT S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
12.648.266/0001-24;2024-12-31;6;142019;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;41698;186;319;36711880;21.978000;0;0.000000;36711880;21.978000;2024-04-30
12.648.327/0001-53;2024-12-31;9;142156;HIDROVIAS DO BRASIL S.A.;14123;176;222;759856429;99.931000;0;0.000000;759856429;99.931000;2023-05-09
12.919.786/0001-24;2024-12-31;1;138864;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-28
13.009.717/0001-46;2024-12-31;5;142035;BCO ESTADO DE SERGIPE S.A. - BANESE;4065;344;11;486398;5.242000;1097761;11.830000;1584159;8.536000;2024-04-16
13.017.462/0001-63;2024-12-31;1;138214;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
13.217.485/0001-11;2024-12-31;3;141452;GRUPO SBF S.A.;29441;101;516;146890376;60.251000;0;0.000000;146890376;60.251000;2024-05-24
13.270.520/0001-66;2024-12-31;3;141688;KORA SAÚDE PARTICIPAÇÕES S.A.;3489;9;72;156052982;20.179000;0;0.000000;156052982;20.179000;2024-04-30
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;51;9;42;2306238;100.000000;0;0.000000;2306238;100.000000;2024-06-06
13.522.948/0001-59;2024-12-31;2;139860;SAFIRA HOLDING S.A.;2;0;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
13.574.594/0001-96;2024-12-31;7;142143;ZAMP SA;16262;73;171;93830591;34.076000;0;0.000000;93830591;34.076000;2024-07-26
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;6;0;1;0;0.000000;0;0.000000;0;0.000000;2023-04-28
14.110.585/0001-07;2024-12-31;5;141806;MÉLIUZ S.A.;67146;277;162;65454466;75.089000;0;0.000000;65454466;75.089000;2023-09-11
14.127.813/0001-51;2024-12-31;4;142094;GETNINJAS S.A.;3382;62;62;15193217;29.875000;0;0.000000;15193217;29.875000;2023-04-28
14.191.427/0001-29;2024-12-31;1;137779;GRANBIO INVESTIMENTOS S.A.;0;2;0;15094340;13.959000;0;0.000000;15094340;13.959000;2020-03-17
14.292.540/0001-09;2024-12-31;2;139364;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-06-11
14.388.334/0001-99;2024-12-31;8;142132;PARANA BCO S.A.;21;0;0;0;0.000000;0;0.000000;0;0.000000;2023-12-28
14.776.142/0001-50;2024-12-31;1;138697;WESTWING COMÉRCIO VAREJISTA S.A.;5826;33;49;110539162;99.663000;0;0.000000;110539162;99.663000;2024-04-26
14.785.152/0001-51;2024-12-31;3;142095;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;3351;146;93;48640017;47.137000;0;0.000000;48640017;47.137000;2024-04-24
14.796.754/0001-04;2024-12-31;3;140776;ENGELHART CTP (BRASIL) S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-06-25
14.807.945/0001-24;2024-12-31;1;138712;SANSUY S.A. INDUSTRIA DE PLASTICOS;1565;61;0;568050;21.372000;2851554;56.372000;3419604;44.316000;2024-03-22
14.882.295/0001-81;2024-12-31;2;142130;CBO HOLDING S.A.;0;5;0;33934772;24.480000;0;0.000000;33934772;24.480000;2024-04-19
14.998.371/0001-19;2024-12-31;2;139436;J. MACEDO S.A.;32;5;0;10690;100.000000;8714;100.000000;19404;100.000000;2024-06-24
15.073.274/0001-88;2024-12-31;1;138753;PPLA PARTICIPATIONS LTD.;72563;1990;956;0;0.000000;2814666;100.000000;2814666;100.000000;2024-05-31
15.090.690/0001-94;2024-12-31;1;138057;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
15.114.494/0001-02;2024-12-31;1;138323;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;0;0;3;0;0.000000;0;0.000000;0;0.000000;2023-07-18
15.115.504/0001-24;2024-12-31;1;138505;TRONOX PIGMENTOS DO BRASIL S.A.;4927;168;97;99275;0.977000;8128433;43.098000;8227708;28.353000;2024-04-26
15.139.629/0001-94;2024-12-31;2;138988;CIA ELETRICIDADE EST. DA BAHIA - COELBA;3188;273;11;2356751;1.551000;283372;0.257000;2640123;1.007000;2024-04-15
15.141.799/0001-03;2024-12-31;1;138639;CIA FERRO LIGAS DA BAHIA - FERBASA;40532;120;341;1252824;1.064000;160566738;68.175000;161819562;45.805000;2024-04-30
15.385.166/0001-40;2024-12-31;1;139516;EQUIPAV SANEAMENTO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
15.413.826/0001-50;2024-12-31;2;141886;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;1;2;0;421;0.065000;0;0.000000;421;0.065000;2024-04-25
