CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;Centro-Oeste;0;0;0;0;0
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;Exterior;0;0;0;0;0
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;Nordeste;248;1190;0;0;0
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;Norte;0;0;0;0;0
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;Sudeste;16;24;0;0;0
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;Sul;0;0;0;0;0
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Centro-Oeste;13;44;0;0;0
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Exterior;0;0;0;0;0
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Nordeste;2640;8356;0;0;0
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Norte;23;42;0;0;0
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Sudeste;1464;2729;0;0;0
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Sul;653;716;0;0;0
07.237.373/0001-20;2024-12-31;8;141801;BCO NORDESTE DO BRASIL S.A.;Centro-Oeste;11;6;0;0;0
07.237.373/0001-20;2024-12-31;8;141801;BCO NORDESTE DO BRASIL S.A.;Exterior;0;0;0;0;0
07.237.373/0001-20;2024-12-31;8;141801;BCO NORDESTE DO BRASIL S.A.;Nordeste;2024;4241;0;0;0
07.237.373/0001-20;2024-12-31;8;141801;BCO NORDESTE DO BRASIL S.A.;Norte;0;0;0;0;0
07.237.373/0001-20;2024-12-31;8;141801;BCO NORDESTE DO BRASIL S.A.;Sudeste;128;269;0;0;0
07.237.373/0001-20;2024-12-31;8;141801;BCO NORDESTE DO BRASIL S.A.;Sul;0;0;0;0;0
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;Centro-Oeste;0;0;0;0;0
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;Exterior;0;0;0;0;0
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;Nordeste;0;14;0;0;0
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;Norte;0;0;0;0;0
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;Sudeste;0;0;0;0;0
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;Sul;0;0;0;0;0
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;Centro-Oeste;0;0;0;0;0
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;Exterior;0;0;0;0;0
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;Nordeste;0;2;0;0;0
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;Norte;0;0;0;0;0
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;Sudeste;0;0;0;0;0
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;Sul;0;0;0;0;0
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;Centro-Oeste;0;0;0;0;0
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;Exterior;0;0;0;0;0
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;Nordeste;0;0;0;0;204
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;Norte;0;0;0;0;0
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;Sudeste;0;0;0;0;0
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;Sul;0;0;0;0;0
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;Centro-Oeste;372;1778;0;0;0
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;Exterior;0;1;0;0;0
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;Nordeste;1499;4888;0;0;0
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;Norte;349;1959;0;0;0
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;Sudeste;6343;21864;0;0;0
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;Sul;715;3098;0;0;0
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;Centro-Oeste;190;534;0;1;512
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;Exterior;0;0;0;0;0
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;Nordeste;581;2075;0;4;1828
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;Norte;138;348;0;1;336
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;Sudeste;2850;7015;5;10;5213
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;Sul;617;1642;4;2;1117
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Centro-Oeste;135;247;4;2;221
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Exterior;0;0;0;0;0
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Nordeste;329;387;5;2;329
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Norte;0;0;0;0;0
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Sudeste;1706;2138;10;20;2483
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Sul;58;120;0;0;142
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Centro-Oeste;7;20;0;0;0
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Exterior;10;17;0;0;0
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Nordeste;11;27;0;5;0
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Norte;1;3;0;0;0
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Sudeste;32;31;0;0;0
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Sul;1;1;0;0;0
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;Centro-Oeste;4;34;0;0;0
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;Exterior;467;1981;0;0;21
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;Nordeste;0;0;0;0;0
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;Norte;0;0;0;0;0
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;Sudeste;3029;13003;0;0;0
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;Sul;4;29;0;0;0
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Centro-Oeste;0;0;0;0;0
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Exterior;1;4;0;0;0
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Nordeste;0;0;0;0;0
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Norte;0;0;0;0;0
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Sudeste;100;172;0;0;0
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Sul;0;0;0;0;0
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Centro-Oeste;36;75;0;0;6
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Exterior;0;0;0;0;0
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Nordeste;626;1073;5;9;118
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Norte;2;17;0;0;0
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Sudeste;1069;1556;9;18;272
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;Sul;58;79;0;3;9
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Centro-Oeste;1;0;0;0;0
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Exterior;0;0;0;0;0
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Nordeste;1;0;0;0;0
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Norte;0;0;0;0;0
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Sudeste;154;185;0;0;0
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Sul;14;20;0;0;0
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Centro-Oeste;0;0;0;0;0
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Exterior;0;0;0;0;0
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Nordeste;0;0;0;0;0
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Norte;0;0;0;0;0
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sudeste;3;0;0;0;0
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sul;0;0;0;0;0
07.857.093/0001-14;2024-12-31;5;141589;AURA MINERALS INC.;Centro-Oeste;103;381;0;0;0
07.857.093/0001-14;2024-12-31;5;141589;AURA MINERALS INC.;Exterior;111;563;0;0;0
07.857.093/0001-14;2024-12-31;5;141589;AURA MINERALS INC.;Nordeste;19;57;0;0;0
07.857.093/0001-14;2024-12-31;5;141589;AURA MINERALS INC.;Norte;0;0;0;0;0
07.857.093/0001-14;2024-12-31;5;141589;AURA MINERALS INC.;Sudeste;10;14;0;0;0
07.857.093/0001-14;2024-12-31;5;141589;AURA MINERALS INC.;Sul;0;0;0;0;0
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;Centro-Oeste;0;0;0;0;0
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;Exterior;2;5;0;0;0
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;Nordeste;0;0;0;0;0
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;Norte;0;0;0;0;0
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;Sudeste;10;19;0;0;0
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;Sul;0;0;0;0;0
07.859.971/0001-30;2024-12-31;6;141952;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Centro-Oeste;10;61;0;0;0
07.859.971/0001-30;2024-12-31;6;141952;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Exterior;0;0;0;0;0
07.859.971/0001-30;2024-12-31;6;141952;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Nordeste;9;164;0;0;0
07.859.971/0001-30;2024-12-31;6;141952;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Norte;3;69;0;0;0
07.859.971/0001-30;2024-12-31;6;141952;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Sudeste;147;298;0;0;0
07.859.971/0001-30;2024-12-31;6;141952;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Sul;3;87;0;0;0
07.882.930/0001-65;2024-12-31;1;138111;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0;0;0
07.882.930/0001-65;2024-12-31;1;138111;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0
07.882.930/0001-65;2024-12-31;1;138111;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0
07.882.930/0001-65;2024-12-31;1;138111;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0
07.882.930/0001-65;2024-12-31;1;138111;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Sudeste;172;370;0;0;0
07.882.930/0001-65;2024-12-31;1;138111;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Centro-Oeste;97;228;0;0;0
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Exterior;0;0;0;0;0
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Nordeste;192;436;0;0;0
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Norte;79;136;0;0;0
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Sudeste;1686;1931;0;0;0
07.976.147/0001-60;2024-12-31;6;141890;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Sul;166;295;0;0;0
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;Centro-Oeste;0;3;0;0;0
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;Exterior;0;0;0;0;0
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;Nordeste;0;0;0;0;0
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;Norte;0;0;0;0;0
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;Sudeste;118;339;0;0;0
08.065.557/0001-12;2024-12-31;8;142032;TECNISA S.A.;Sul;0;0;0;0;0
08.078.847/0001-09;2024-12-31;2;139086;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Centro-Oeste;1;0;0;0;0
08.078.847/0001-09;2024-12-31;2;139086;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Exterior;0;0;0;0;0
08.078.847/0001-09;2024-12-31;2;139086;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Nordeste;6;11;0;0;1
08.078.847/0001-09;2024-12-31;2;139086;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Norte;0;0;0;0;0
08.078.847/0001-09;2024-12-31;2;139086;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Sudeste;129;95;0;1;76
08.078.847/0001-09;2024-12-31;2;139086;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Sul;9;3;0;0;25
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;Centro-Oeste;164;550;0;0;0
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;Exterior;0;0;0;0;0
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;Nordeste;15;101;0;0;0
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;Norte;0;0;0;0;0
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;Sudeste;454;1065;0;0;0
08.159.965/0001-33;2024-12-31;5;141762;IGUA SANEAMENTO S.A.;Sul;53;110;0;0;0
08.170.849/0001-15;2024-12-31;9;142021;DESKTOP S.A.;Centro-Oeste;0;0;0;0;0
08.170.849/0001-15;2024-12-31;9;142021;DESKTOP S.A.;Exterior;0;0;0;0;0
08.170.849/0001-15;2024-12-31;9;142021;DESKTOP S.A.;Nordeste;0;0;0;0;0
08.170.849/0001-15;2024-12-31;9;142021;DESKTOP S.A.;Norte;0;0;0;0;0
08.170.849/0001-15;2024-12-31;9;142021;DESKTOP S.A.;Sudeste;1659;2345;0;0;0
08.170.849/0001-15;2024-12-31;9;142021;DESKTOP S.A.;Sul;0;0;0;0;0
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;Centro-Oeste;0;0;0;0;0
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;Exterior;8;68;0;0;0
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;Nordeste;0;0;0;0;0
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;Norte;79;619;0;0;0
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;Sudeste;0;0;0;0;0
08.262.121/0001-13;2024-12-31;3;139558;ALUBAR METAIS E CABOS S.A.;Sul;8;51;0;0;0
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;Exterior;0;0;0;0;0
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;Nordeste;34;127;0;0;0
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;Norte;37;81;0;0;0
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;Sudeste;969;1456;0;0;0
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;Sul;0;0;0;0;0
08.312.229/0001-73;2024-12-31;5;141140;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0
08.312.229/0001-73;2024-12-31;5;141140;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Exterior;0;0;0;0;0
08.312.229/0001-73;2024-12-31;5;141140;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Nordeste;0;0;0;0;0
08.312.229/0001-73;2024-12-31;5;141140;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Norte;0;0;0;0;0
08.312.229/0001-73;2024-12-31;5;141140;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Sudeste;178;699;0;0;0
08.312.229/0001-73;2024-12-31;5;141140;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Sul;0;0;0;0;0
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Centro-Oeste;230;1490;0;0;0
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Exterior;0;0;0;0;0
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Nordeste;0;0;0;0;0
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Norte;0;0;0;0;0
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Sudeste;43;70;0;0;0
08.322.396/0001-03;2024-03-31;4;139076;CERRADINHO BIOENERGIA S.A.;Sul;0;0;0;0;0
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Centro-Oeste;0;0;0;0;0
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Exterior;0;0;0;0;0
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Nordeste;233;809;0;0;0
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Norte;0;0;0;0;0
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Sudeste;10;9;0;0;0
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Sul;0;0;0;0;0
08.343.492/0001-20;2024-12-31;6;141617;MRV ENGENHARIA E PARTICIPACOES S.A.;Centro-Oeste;272;656;0;0;0
08.343.492/0001-20;2024-12-31;6;141617;MRV ENGENHARIA E PARTICIPACOES S.A.;Exterior;0;0;0;0;0
08.343.492/0001-20;2024-12-31;6;141617;MRV ENGENHARIA E PARTICIPACOES S.A.;Nordeste;493;2825;0;0;0
08.343.492/0001-20;2024-12-31;6;141617;MRV ENGENHARIA E PARTICIPACOES S.A.;Norte;154;769;0;0;0
08.343.492/0001-20;2024-12-31;6;141617;MRV ENGENHARIA E PARTICIPACOES S.A.;Sudeste;2558;7260;0;0;0
08.343.492/0001-20;2024-12-31;6;141617;MRV ENGENHARIA E PARTICIPACOES S.A.;Sul;484;2337;0;0;0
08.364.948/0001-38;2024-12-31;6;141683;ALUPAR INVESTIMENTO S/A;Centro-Oeste;0;0;0;0;0
08.364.948/0001-38;2024-12-31;6;141683;ALUPAR INVESTIMENTO S/A;Exterior;0;0;0;0;0
08.364.948/0001-38;2024-12-31;6;141683;ALUPAR INVESTIMENTO S/A;Nordeste;0;0;0;0;0
08.364.948/0001-38;2024-12-31;6;141683;ALUPAR INVESTIMENTO S/A;Norte;0;0;0;0;0
08.364.948/0001-38;2024-12-31;6;141683;ALUPAR INVESTIMENTO S/A;Sudeste;33;19;0;0;0
08.364.948/0001-38;2024-12-31;6;141683;ALUPAR INVESTIMENTO S/A;Sul;0;0;0;0;0
08.397.078/0001-01;2024-12-31;2;139376;GSH CORP PARTICIPAÇÕES S.A.;Centro-Oeste;54;11;0;0;13
08.397.078/0001-01;2024-12-31;2;139376;GSH CORP PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0
08.397.078/0001-01;2024-12-31;2;139376;GSH CORP PARTICIPAÇÕES S.A.;Nordeste;169;64;2;3;111
08.397.078/0001-01;2024-12-31;2;139376;GSH CORP PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0
08.397.078/0001-01;2024-12-31;2;139376;GSH CORP PARTICIPAÇÕES S.A.;Sudeste;789;218;6;7;248
08.397.078/0001-01;2024-12-31;2;139376;GSH CORP PARTICIPAÇÕES S.A.;Sul;39;18;0;0;12
08.402.943/0001-52;2024-12-31;1;138089;GUARARAPES CONFECCOES S.A.;Centro-Oeste;950;354;2;0;75
08.402.943/0001-52;2024-12-31;1;138089;GUARARAPES CONFECCOES S.A.;Exterior;0;0;0;0;0
08.402.943/0001-52;2024-12-31;1;138089;GUARARAPES CONFECCOES S.A.;Nordeste;7754;4593;14;0;510
08.402.943/0001-52;2024-12-31;1;138089;GUARARAPES CONFECCOES S.A.;Norte;981;451;3;0;47
08.402.943/0001-52;2024-12-31;1;138089;GUARARAPES CONFECCOES S.A.;Sudeste;6943;3440;36;0;424
08.402.943/0001-52;2024-12-31;1;138089;GUARARAPES CONFECCOES S.A.;Sul;1119;459;8;0;84
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;Centro-Oeste;0;0;0;0;0
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;Exterior;0;0;0;0;0
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;Nordeste;0;2;0;0;0
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;Norte;0;0;0;0;0
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;Sudeste;0;0;0;0;0
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;Sul;0;0;0;0;0
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;Centro-Oeste;0;9;0;0;0
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;Exterior;0;0;0;0;0
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;Nordeste;3;21;0;0;0
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;Norte;0;0;0;0;0
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;Sudeste;151;415;0;0;0
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;Sul;2;18;0;0;0
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Centro-Oeste;0;2;0;0;0
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Exterior;0;0;0;0;0
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Nordeste;0;0;0;0;0
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Norte;0;0;0;0;0
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Sudeste;0;0;0;0;0
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Sul;211;633;0;0;0
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;Centro-Oeste;30;82;0;0;0
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;Exterior;0;0;0;0;0
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;Nordeste;0;0;0;0;0
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;Norte;0;0;0;0;0
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;Sudeste;0;0;0;0;0
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;Sul;0;0;0;0;0
08.574.411/0001-00;2024-12-31;2;139904;PRÁTICA PRODUTOS S.A.;Centro-Oeste;0;0;0;0;0
